tiempo_id;usuario;practica;tecla;up;down;modo
69;1;1;46;13994;13994;1
70;1;1;49;14314;14314;1
71;1;1;53;14442;14442;1
72;1;1;44;15466;15466;1
73;1;1;32;17179;17100;1
74;1;1;65;17706;17546;1
75;1;1;72;17834;17738;1
76;1;1;79;18379;18269;1
77;1;1;82;18731;18570;1
78;1;1;65;18843;18700;1
79;1;1;32;18924;18844;1
80;1;1;83;19114;19050;1
81;1;1;69;19291;19212;1
82;1;1;71;19499;19388;1
83;1;1;85;19594;19468;1
84;1;1;73;19643;19564;1
85;1;1;77;19883;19788;1
86;1;1;79;20012;19914;1
87;1;1;83;20106;20012;1
88;1;1;32;20218;20139;1
89;1;1;80;20362;20250;1
90;1;1;65;20474;20330;1
91;1;1;82;20586;20442;1
92;1;1;65;20698;20555;1
93;1;1;32;20763;20666;1
94;1;1;73;20955;20827;1
95;1;1;78;21018;20923;1
96;1;1;84;21163;21034;1
97;1;1;69;21274;21132;1
98;1;1;78;21357;21244;1
99;1;1;84;21546;21452;1
100;1;1;65;21706;21530;1
101;1;1;82;21757;21658;1
102;1;1;32;21883;21789;1
103;1;1;68;22042;21949;1
104;1;1;69;22237;22138;1
105;1;1;84;22538;22330;1
106;1;1;69;22698;22522;1
107;1;1;82;22763;22653;1
108;1;1;77;23243;23146;1
109;1;1;73;23356;23293;1
110;1;1;78;23579;23467;1
111;1;1;65;23739;23562;1
112;1;1;82;23820;23691;1
113;1;1;32;23930;23867;1
114;1;1;81;24189;24042;1
115;1;1;85;24251;24124;1
116;1;1;73;24314;24202;1
117;1;1;69;24457;24331;1
118;1;1;78;24587;24476;1
119;1;1;32;24731;24637;1
120;1;1;69;24826;24763;1
121;1;1;83;25050;24939;1
122;1;1;32;25162;25082;1
123;1;1;76;25322;25211;1
124;1;1;65;25451;25274;1
125;1;1;32;25483;25404;1
126;1;1;80;25611;25501;1
127;1;1;69;25755;25628;1
128;1;1;82;25803;25708;1
129;1;1;83;26011;25901;1
130;1;1;79;26042;25997;1
131;1;1;78;26237;26123;1
132;1;1;65;26363;26221;1
133;1;1;32;26427;26348;1
134;1;1;81;26634;26506;1
135;1;1;85;26683;26586;1
136;1;1;69;26811;26704;1
137;1;1;32;26908;26829;1
138;1;1;69;27050;26972;1
139;1;1;83;27261;27147;1
140;1;1;67;27467;27391;1
141;1;1;82;27629;27546;1
142;1;1;73;27738;27629;1
143;1;1;66;27867;27787;1
144;1;1;69;28042;27964;1
145;1;1;46;28155;28155;1
146;1;1;69;29403;29340;1
147;1;1;83;29578;29485;1
148;1;1;32;29675;29578;1
149;1;1;76;29819;29723;1
150;1;1;65;29947;29804;1
151;1;1;32;29981;29885;1
152;1;1;80;30106;30011;1
153;1;1;82;30318;30203;1
154;1;1;73;32170;32074;1
155;1;1;77;32889;32793;1
156;1;1;69;33049;32937;1
157;1;1;82;33241;33081;1
158;1;1;65;33321;33177;1
159;1;1;32;33417;33337;1
160;1;1;67;33626;33499;1
161;1;1;65;33770;33610;1
162;1;1;80;33897;33802;1
163;1;1;84;34089;34010;1
164;1;1;85;34234;34121;1
165;1;1;82;34345;34235;1
166;1;1;65;34474;34299;1
167;1;1;32;34586;34490;1
168;1;1;81;35321;35177;1
169;1;1;85;35353;35274;1
170;1;1;69;35481;35370;1
171;1;1;32;35577;35514;1
172;1;1;86;35737;35609;1
173;1;1;65;35865;35705;1
174;1;1;77;35945;35833;1
175;1;1;79;36073;35961;1
176;1;1;83;36121;36041;1
177;1;1;32;36217;36138;1
178;1;1;65;36425;36265;1
179;1;1;32;36521;36394;1
180;1;1;80;36697;36601;1
181;1;1;82;36841;36777;1
182;1;1;79;36970;36891;1
183;1;1;66;37114;37019;1
184;1;1;65;37258;37099;1
185;1;1;82;37386;37275;1
186;1;1;32;37545;37468;1
187;1;1;69;37722;37657;1
188;1;1;83;37915;37817;1
189;1;1;67;38121;38025;1
190;1;1;82;38297;38217;1
191;1;1;73;38377;38313;1
192;1;1;66;38521;38459;1
193;1;1;73;38633;38553;1
194;1;1;82;38746;38665;1
195;1;1;32;39081;38986;1
196;1;1;49;40250;40250;1
197;1;1;57;40425;40425;1
198;1;1;55;40794;40794;1
199;1;1;51;41036;41036;1
200;1;1;46;41259;41259;1
201;1;1;48;41483;41483;1
202;1;1;52;41612;41612;1
203;1;1;32;43644;43545;1
204;1;1;74;43962;43835;1
205;1;1;85;44137;44073;1
206;1;1;78;44362;44267;1
207;1;1;84;44555;44474;1
208;1;1;79;44634;44556;1
209;1;1;32;44777;44699;1
210;1;1;67;45002;44890;1
211;1;1;79;45049;44937;1
212;1;1;78;45129;45018;1
213;1;1;32;45209;45113;1
214;1;1;54;45980;45980;1
215;1;1;53;46219;46219;1
216;1;1;52;46378;46378;1
217;1;1;46;46634;46634;1
218;1;1;53;46906;46906;1
219;1;1;51;47115;47115;1
220;1;1;32;47673;47561;1
221;1;1;84;48457;48409;1
222;1;1;82;48713;48586;1
223;1;1;65;48809;48681;1
224;1;1;84;49017;48890;1
225;1;1;65;49145;48986;1
226;1;1;78;49209;49114;1
227;1;1;68;49337;49242;1
228;1;1;79;49401;49321;1
229;1;1;32;49497;49434;1
230;1;1;68;49609;49513;1
231;1;1;69;49801;49706;1
232;1;1;32;49897;49834;1
233;1;1;86;50073;49962;1
234;1;1;65;50202;50026;1
235;1;1;76;50297;50154;1
236;1;1;73;50362;50266;1
237;1;1;68;50489;50363;1
238;1;1;65;50651;50473;1
239;1;1;82;50729;50618;1
240;1;1;32;50874;50794;1
241;1;1;65;51129;51001;1
242;1;1;76;51177;51098;1
243;1;1;32;51273;51194;1
244;1;1;85;51481;51402;1
245;1;1;83;51641;51545;1
246;1;1;85;51737;51625;1
247;1;1;65;51897;51739;1
248;1;1;82;51979;51866;1
249;1;1;73;52042;51946;1
250;1;1;79;52137;51979;1
251;1;1;46;52362;52362;1
252;1;2;69;32;0;1
253;1;2;83;224;144;1
254;1;2;84;432;321;1
255;1;2;65;528;400;1
256;1;2;32;576;496;1
257;1;2;69;672;641;1
258;1;2;83;880;738;1
259;1;2;32;1664;1552;1
260;1;2;85;2753;2673;1
261;1;2;78;3008;2945;1
262;1;2;65;3184;3024;1
263;1;2;32;3216;3137;1
264;1;2;80;3360;3265;1
265;1;2;82;3569;3473;1
266;1;2;85;3648;3570;1
267;1;2;69;3776;3697;1
268;1;2;66;4016;3889;1
269;1;2;65;4176;3984;1
270;1;2;32;4256;4145;1
271;1;2;68;4400;4304;1
272;1;2;69;4576;4497;1
273;1;2;32;4721;4625;1
274;1;2;69;4864;4785;1
275;1;2;83;5056;4945;1
276;1;2;67;5248;5152;1
277;1;2;82;5425;5329;1
278;1;2;73;5504;5426;1
279;1;2;84;5648;5586;1
280;1;2;85;5776;5680;1
281;1;2;82;5904;5792;1
282;1;2;65;6016;5872;1
283;1;2;44;6096;6096;1
284;1;2;32;6320;6225;1
285;1;2;73;6496;6417;1
286;1;2;78;6592;6465;1
287;1;2;71;6720;6640;1
288;1;2;82;6960;6848;1
289;1;2;69;7040;6897;1
290;1;2;83;8610;8432;1
291;1;2;65;8720;8528;1
292;1;2;82;8752;8611;1
293;1;2;32;9008;8880;1
294;1;2;49;9457;9457;1
295;1;2;55;9712;9712;1
296;1;2;54;9952;9952;1
297;1;2;46;10192;10192;1
298;1;2;53;10464;10464;1
299;1;2;52;10561;10561;1
300;1;2;32;11056;10945;1
301;1;2;76;11840;11745;1
302;1;2;85;12051;11953;1
303;1;2;69;12224;12161;1
304;1;2;71;12480;12400;1
305;1;2;79;12560;12496;1
306;1;2;32;12704;12624;1
307;1;2;79;12928;12848;1
308;1;2;84;13088;13024;1
309;1;2;82;13280;13200;1
310;1;2;79;13392;13312;1
311;1;2;32;13536;13424;1
312;1;2;67;13808;13680;1
313;1;2;79;13856;13776;1
314;1;2;77;14001;13904;1
315;1;2;79;14080;14001;1
316;1;2;32;14241;14145;1
317;1;2;57;14960;14960;1
318;1;2;56;15249;15249;1
319;1;2;55;15442;15442;1
320;1;2;46;15713;15713;1
321;1;2;49;15968;15968;1
322;1;2;53;16114;16114;1
323;1;2;44;17090;17090;1
324;1;2;32;17441;17361;1
325;1;2;65;17697;17552;1
326;1;2;72;17824;17712;1
327;1;2;79;17936;17841;1
328;1;2;82;18096;17968;1
329;1;2;65;18243;18064;1
330;1;2;32;18244;18177;1
331;1;2;83;18416;18337;1
332;1;2;69;18594;18513;1
333;1;2;71;18834;18705;1
334;1;2;85;18946;18834;1
335;1;2;73;19025;18931;1
336;1;2;77;19425;19346;1
337;1;2;79;19588;19474;1
338;1;2;83;19682;19589;1
339;1;2;32;19796;19714;1
340;1;2;80;20065;19969;1
341;1;2;65;20209;20033;1
342;1;2;82;20289;20162;1
343;1;2;65;20416;20258;1
344;1;2;32;20497;20369;1
345;1;2;73;20642;20513;1
346;1;2;78;20785;20673;1
347;1;2;84;20929;20801;1
348;1;2;69;21011;20897;1
349;1;2;78;21105;21011;1
350;1;2;84;21312;21201;1
351;1;2;65;21457;21297;1
352;1;2;82;21537;21425;1
353;1;2;32;21648;21569;1
354;1;2;68;21808;21713;1
355;1;2;69;22000;21904;1
356;1;2;84;22178;22081;1
357;1;2;69;22304;22178;1
358;1;2;82;22386;22273;1
359;1;2;77;22481;22386;1
360;1;2;73;22593;22513;1
361;1;2;78;22787;22689;1
362;1;2;65;22945;22788;1
363;1;2;82;23009;22882;1
364;1;2;32;23122;23059;1
365;1;2;81;23380;23234;1
366;1;2;85;23410;23315;1
367;1;2;73;23473;23381;1
368;1;2;69;23618;23491;1
369;1;2;78;23729;23635;1
370;1;2;32;23841;23778;1
371;1;2;69;23954;23906;1
372;1;2;83;24160;24050;1
373;1;2;32;24288;24209;1
374;1;2;76;24432;24322;1
375;1;2;65;24560;24402;1
376;1;2;32;24593;24513;1
377;1;2;80;24706;24608;1
378;1;2;69;24835;24724;1
379;1;2;82;24882;24788;1
380;1;2;83;25092;24977;1
381;1;2;79;25184;25092;1
382;1;2;78;25344;25233;1
383;1;2;65;25473;25328;1
384;1;2;32;25556;25474;1
385;1;2;81;25794;25666;1
386;1;2;85;25844;25745;1
387;1;2;69;25937;25845;1
388;1;2;32;26036;25985;1
389;1;2;69;26162;26100;1
390;1;2;83;26417;26279;1
391;1;2;67;27121;26993;1
392;1;2;82;27489;27393;1
393;1;2;73;27632;27539;1
394;1;2;66;27937;27824;1
395;1;2;69;28130;28053;1
396;1;2;46;28194;28194;1
397;1;2;69;29314;29250;1
398;1;2;83;29489;29411;1
399;1;2;32;29586;29506;1
400;1;2;76;29762;29650;1
401;1;2;65;29890;29731;1
402;1;2;32;29922;29826;1
403;1;2;80;30049;29969;1
404;1;2;82;30241;30145;1
405;1;2;73;30306;30242;1
406;1;2;77;30529;30450;1
407;1;2;69;30705;30562;1
408;1;2;82;30832;30706;1
409;1;2;65;30961;30816;1
410;1;2;32;31073;30978;1
411;1;2;67;31297;31201;1
412;1;2;65;31425;31282;1
413;1;2;80;31552;31457;1
414;1;2;84;31793;31713;1
415;1;2;85;31937;31842;1
416;1;2;82;32048;31938;1
417;1;2;65;32177;32017;1
418;1;2;32;32241;32162;1
419;1;2;81;32531;32385;1
420;1;2;85;32580;32498;1
421;1;2;69;32642;32532;1
422;1;2;32;32769;32690;1
423;1;2;86;32962;32833;1
424;1;2;65;33089;32931;1
425;1;2;77;33169;33057;1
426;1;2;79;33300;33201;1
427;1;2;83;33378;33301;1
428;1;2;32;33489;33396;1
429;1;2;65;33713;33538;1
430;1;2;32;33761;33682;1
431;1;2;80;33905;33810;1
432;1;2;82;34049;33953;1
433;1;2;79;34162;34082;1
434;1;2;66;34338;34227;1
435;1;2;65;34513;34323;1
436;1;2;82;34578;34481;1
437;1;2;32;34674;34611;1
438;1;2;69;34849;34771;1
439;1;2;83;35072;34944;1
440;1;2;67;35296;35184;1
441;1;2;82;35475;35379;1
442;1;2;73;35553;35476;1
443;1;2;66;35715;35634;1
444;1;2;73;35794;35716;1
445;1;2;82;35985;35875;1
446;1;2;32;36353;36273;1
447;1;2;49;36754;36754;1
448;1;2;57;36993;36993;1
449;1;2;55;37200;37200;1
450;1;2;51;37474;37474;1
451;1;2;46;37826;37826;1
452;1;2;48;38179;38179;1
453;1;2;52;38353;38353;1
454;1;2;32;38992;38849;1
455;1;2;74;39442;39313;1
456;1;2;85;39618;39553;1
457;1;2;78;39842;39748;1
458;1;2;84;39970;39907;1
459;1;2;79;40065;39971;1
460;1;2;32;40161;40097;1
461;1;2;67;40369;40257;1
462;1;2;79;40434;40322;1
463;1;2;78;40513;40403;1
464;1;2;32;40593;40498;1
465;1;2;54;41744;41744;1
466;1;2;53;41954;41954;1
467;1;2;52;42113;42113;1
468;1;2;46;42354;42354;1
469;1;2;53;42611;42611;1
470;1;2;51;42818;42818;1
471;1;2;32;43248;43106;1
472;1;2;84;43602;43536;1
473;1;2;82;43890;43729;1
474;1;2;65;44066;43859;1
475;1;2;84;44337;44193;1
476;1;2;65;44453;44305;1
477;1;2;78;44561;44454;1
478;1;2;68;44705;44626;1
479;1;2;79;44787;44691;1
480;1;2;32;44866;44788;1
481;1;2;68;44994;44897;1
482;1;2;69;45170;45073;1
483;1;2;32;45250;45203;1
484;1;2;86;45426;45315;1
485;1;2;65;45554;45395;1
486;1;2;76;45634;45505;1
487;1;2;73;45681;45602;1
488;1;2;68;45857;45729;1
489;1;2;65;46017;45826;1
490;1;2;82;46081;45985;1
491;1;2;32;46209;46129;1
492;1;2;65;46480;46321;1
493;1;2;76;46548;46433;1
494;1;2;32;46641;46548;1
495;1;2;85;46849;46784;1
496;1;2;83;47377;47280;1
497;1;2;85;47522;47425;1
498;1;2;65;47683;47522;1
499;1;2;82;47746;47649;1
500;1;2;73;47889;47746;1
501;1;2;79;47937;47825;1
502;1;2;46;48130;48130;1
503;1;3;69;45;0;1
504;1;3;83;238;141;1
505;1;3;84;477;335;1
506;1;3;65;590;446;1
507;1;3;32;685;591;1
508;1;3;69;894;814;1
509;1;3;83;1072;992;1
510;1;3;32;1181;1086;1
511;1;3;85;1341;1262;1
512;1;3;78;1966;1886;1
513;1;3;65;2461;2301;1
514;1;3;32;2605;2493;1
515;1;3;80;2845;2733;1
516;1;3;82;2989;2909;1
517;1;3;85;3101;3022;1
518;1;3;69;3213;3134;1
519;1;3;66;3453;3325;1
520;1;3;65;3597;3422;1
521;1;3;32;3661;3582;1
522;1;3;68;3806;3725;1
523;1;3;69;3999;3903;1
524;1;3;32;4109;4046;1
525;1;3;69;4253;4190;1
526;1;3;83;4465;4369;1
527;1;3;67;4654;4574;1
528;1;3;82;4832;4767;1
529;1;3;73;4927;4833;1
530;1;3;84;5054;5007;1
531;1;3;85;5181;5086;1
532;1;3;82;5357;5229;1
533;1;3;65;5485;5325;1
534;1;3;44;5517;5517;1
535;1;3;32;5774;5693;1
536;1;3;73;5965;5853;1
537;1;3;78;6061;5933;1
538;1;3;71;6223;6125;1
539;1;3;82;6465;6351;1
540;1;3;69;6542;6417;1
541;1;3;83;6733;6605;1
542;1;3;65;6797;6653;1
543;1;3;82;6877;6765;1
544;1;3;32;7134;7055;1
545;1;3;49;7597;7597;1
546;1;3;55;7870;7870;1
547;1;3;54;8078;8078;1
548;1;3;46;8334;8334;1
549;1;3;53;8656;8656;1
550;1;3;52;8767;8767;1
551;1;3;32;9213;9103;1
552;1;3;76;10525;10414;1
553;1;3;85;10735;10621;1
554;1;3;69;10894;10813;1
555;1;3;71;11090;11007;1
556;1;3;79;11166;11092;1
557;1;3;32;11293;11199;1
558;1;3;79;11518;11437;1
559;1;3;84;11646;11600;1
560;1;3;82;11838;11759;1
561;1;3;79;11934;11855;1
562;1;3;32;12030;11950;1
563;1;3;67;12222;12110;1
564;1;3;79;12286;12189;1
565;1;3;77;12461;12334;1
566;1;3;79;12541;12445;1
567;1;3;32;12734;12623;1
568;1;3;57;13341;13341;1
569;1;3;56;13597;13597;1
570;1;3;55;13839;13839;1
571;1;3;46;14301;14301;1
572;1;3;49;14557;14557;1
573;1;3;53;14686;14686;1
574;1;3;44;16191;16191;1
575;1;3;32;16542;16430;1
576;1;3;65;16830;16670;1
577;1;3;72;17133;17038;1
578;1;3;79;17261;17166;1
579;1;3;82;17421;17309;1
580;1;3;65;17533;17389;1
581;1;3;32;17581;17502;1
582;1;3;83;17774;17694;1
583;1;3;69;17949;17886;1
584;1;3;71;18205;18109;1
585;1;3;85;18365;18222;1
586;1;3;73;18478;18382;1
587;1;3;77;18781;18685;1
588;1;3;79;18943;18846;1
589;1;3;83;19071;18958;1
590;1;3;32;19182;19071;1
591;1;3;80;19329;19232;1
592;1;3;65;19454;19330;1
593;1;3;82;19565;19423;1
594;1;3;65;19678;19537;1
595;1;3;32;19727;19629;1
596;1;3;73;19904;19777;1
597;1;3;78;20001;19887;1
598;1;3;84;20142;20002;1
599;1;3;69;20222;20094;1
600;1;3;78;20336;20238;1
601;1;3;84;20478;20367;1
602;1;3;65;20622;20446;1
603;1;3;82;20686;20589;1
604;1;3;32;20783;20705;1
605;1;3;68;20973;20877;1
606;1;3;69;21150;21069;1
607;1;3;84;21341;21246;1
608;1;3;69;21486;21357;1
609;1;3;82;21553;21455;1
610;1;3;77;21630;21555;1
611;1;3;73;21757;21681;1
612;1;3;78;21920;21825;1
613;1;3;65;22077;21921;1
614;1;3;82;22157;22047;1
615;1;3;32;22430;22254;1
616;1;3;81;22686;22557;1
617;1;3;85;22752;22638;1
618;1;3;73;22926;22800;1
619;1;3;69;23902;23822;1
620;1;3;78;24093;24015;1
621;1;3;32;24221;24126;1
622;1;3;69;24366;24303;1
623;1;3;83;24573;24479;1
624;1;3;32;24685;24605;1
625;1;3;76;24910;24815;1
626;1;3;65;25054;24895;1
627;1;3;32;25086;24990;1
628;1;3;80;25167;25071;1
629;1;3;69;25326;25216;1
630;1;3;82;25374;25278;1
631;1;3;83;25597;25486;1
632;1;3;79;25661;25581;1
633;1;3;78;25855;25741;1
634;1;3;65;25984;25839;1
635;1;3;32;26047;25951;1
636;1;3;81;26301;26175;1
637;1;3;85;26334;26255;1
638;1;3;69;26445;26334;1
639;1;3;32;26526;26462;1
640;1;3;69;26670;26590;1
641;1;3;83;26941;26845;1
642;1;3;67;27183;27072;1
643;1;3;82;27389;27309;1
644;1;3;73;27485;27405;1
645;1;3;66;27629;27549;1
646;1;3;69;27805;27709;1
647;1;3;46;27887;27887;1
648;1;3;69;28941;28861;1
649;1;3;83;29134;29039;1
650;1;3;32;29262;29151;1
651;1;3;76;29709;29597;1
652;1;3;65;29901;29757;1
653;1;3;32;30029;29917;1
654;1;3;80;30221;30142;1
655;1;3;82;30365;30269;1
656;1;3;73;30461;30397;1
657;1;3;77;30654;30574;1
658;1;3;69;30781;30654;1
659;1;3;82;30881;30766;1
660;1;3;65;30992;30882;1
661;1;3;32;31037;30911;1
662;1;3;67;31267;31167;1
663;1;3;65;31422;31268;1
664;1;3;80;31598;31519;1
665;1;3;84;31806;31744;1
666;1;3;85;31952;31854;1
667;1;3;82;32079;31953;1
668;1;3;65;32173;32031;1
669;1;3;32;32237;32141;1
670;1;3;81;32478;32365;1
671;1;3;85;32558;32464;1
672;1;3;69;32655;32494;1
673;1;3;32;32782;32686;1
674;1;3;86;33007;32816;1
675;1;3;65;33119;32960;1
676;1;3;77;33245;33171;1
677;1;3;79;33373;33277;1
678;1;3;83;33422;33341;1
679;1;3;32;33549;33453;1
680;1;3;65;33773;33581;1
681;1;3;32;33823;33725;1
682;1;3;80;33919;33823;1
683;1;3;82;34080;33999;1
684;1;3;79;34158;34080;1
685;1;3;66;34335;34239;1
686;1;3;65;34509;34335;1
687;1;3;82;34589;34479;1
688;1;3;32;34719;34605;1
689;1;3;69;34893;34814;1
690;1;3;83;35102;35006;1
691;1;3;67;35293;35181;1
692;1;3;82;35485;35405;1
693;1;3;73;35565;35501;1
694;1;3;66;35726;35645;1
695;1;3;73;35821;35741;1
696;1;3;82;36000;35889;1
697;1;3;32;36174;36094;1
698;1;3;49;36719;36719;1
699;1;3;57;36944;36944;1
700;1;3;55;37151;37151;1
701;1;3;51;37437;37437;1
702;1;3;46;37709;37709;1
703;1;3;48;37950;37950;1
704;1;3;52;38077;38077;1
705;1;3;32;39085;38989;1
706;1;3;74;39246;39150;1
707;1;3;85;39438;39358;1
708;1;3;78;39646;39567;1
709;1;3;84;39791;39711;1
710;1;3;79;39869;39792;1
711;1;3;32;39981;39902;1
712;1;3;67;40173;40061;1
713;1;3;79;40237;40125;1
714;1;3;78;40334;40206;1
715;1;3;32;40445;40334;1
716;1;3;54;41234;41234;1
717;1;3;53;41486;41486;1
718;1;3;52;41662;41662;1
719;1;3;46;41965;41965;1
720;1;3;53;42269;42269;1
721;1;3;51;42479;42479;1
722;1;3;32;43390;43278;1
723;1;3;84;43598;43534;1
724;1;3;82;43822;43709;1
725;1;3;65;43933;43789;1
726;1;3;84;44158;44045;1
727;1;3;65;44272;44127;1
728;1;3;78;44349;44273;1
729;1;3;68;44477;44382;1
730;1;3;79;44562;44462;1
731;1;3;32;44639;44564;1
732;1;3;68;44752;44655;1
733;1;3;69;44910;44829;1
734;1;3;32;45037;44958;1
735;1;3;86;45246;45118;1
736;1;3;65;45357;45198;1
737;1;3;76;45453;45309;1
738;1;3;73;45517;45421;1
739;1;3;68;45661;45533;1
740;1;3;65;45821;45629;1
741;1;3;82;45885;45789;1
742;1;3;32;46045;45965;1
743;1;3;65;46301;46157;1
744;1;3;76;46350;46253;1
745;1;3;32;46477;46398;1
746;1;3;85;46686;46606;1
747;1;3;83;46814;46720;1
748;1;3;85;46942;46831;1
749;1;3;65;47069;46912;1
750;1;3;82;47133;47025;1
751;1;3;73;47197;47086;1
752;1;3;79;47277;47149;1
753;1;3;46;47517;47517;1
754;1;1;69;63;0;2
755;1;1;83;269;160;2
756;1;1;84;462;318;2
757;1;1;65;542;429;2
758;1;1;32;605;493;2
759;1;1;69;895;750;2
760;1;1;83;1105;1023;2
761;1;1;32;1199;1121;2
762;1;1;85;1391;1311;2
763;1;1;78;1629;1517;2
764;1;1;65;1869;1662;2
765;1;1;32;1934;1821;2
766;1;1;80;2189;2078;2
767;1;1;82;2561;2430;2
768;1;1;85;2654;2562;2
769;1;1;69;2783;2702;2
770;1;1;66;3037;2895;2
771;1;1;65;3199;3007;2
772;1;1;32;3311;3199;2
773;1;1;68;3454;3376;2
774;1;1;69;3633;3552;2
775;1;1;32;3727;3646;2
776;1;1;69;3821;3774;2
777;1;1;83;4013;3918;2
778;1;1;67;4190;4110;2
779;1;1;82;4366;4286;2
780;1;1;73;4461;4350;2
781;1;1;84;4671;4574;2
782;1;1;85;4845;4735;2
783;1;1;82;5037;4910;2
784;1;1;65;5166;5006;2
785;1;1;76;6206;6111;2
786;1;1;85;6366;6269;2
787;1;1;69;6493;6413;2
788;1;1;71;6737;6624;2
789;1;1;79;6814;6738;2
790;1;1;32;6957;6879;2
791;1;1;79;7341;7262;2
792;1;1;84;7517;7470;2
793;1;1;82;7694;7631;2
794;1;1;79;7808;7711;2
795;1;1;32;7886;7808;2
796;1;1;67;8095;7967;2
797;1;1;79;8143;8047;2
798;1;1;77;8271;8175;2
799;1;1;79;8369;8271;2
800;1;1;32;8573;8463;2
801;1;1;57;9503;9503;2
802;1;1;56;9790;9790;2
803;1;1;55;9969;9969;2
804;1;1;46;10206;10206;2
805;1;1;49;10477;10477;2
806;1;1;53;10621;10621;2
807;1;1;44;11758;11758;2
808;1;1;74;12895;12817;2
809;1;1;85;13069;13007;2
810;1;1;78;13261;13213;2
811;1;1;84;13422;13342;2
812;1;1;79;13518;13422;2
813;1;1;32;13597;13518;2
814;1;1;67;13791;13662;2
815;1;1;79;13839;13711;2
816;1;1;78;13903;13806;2
817;1;1;32;13997;13936;2
818;1;1;54;14735;14735;2
819;1;1;53;15024;15024;2
820;1;1;52;15166;15166;2
821;1;1;46;15439;15439;2
822;1;1;53;15729;15729;2
823;1;1;51;15918;15918;2
824;1;1;32;16349;16237;2
825;1;1;84;16621;16542;2
826;1;1;82;16878;16749;2
827;1;1;65;17006;16830;2
828;1;1;84;17293;17166;2
829;1;1;65;17422;17246;2
830;1;1;78;17486;17390;2
831;1;1;68;17631;17534;2
832;1;1;79;17710;17632;2
833;1;1;32;17806;17726;2
834;1;1;68;17918;17823;2
835;1;1;69;18110;18014;2
836;1;1;69;19023;18943;2
837;1;1;83;19214;19120;2
838;1;1;32;19360;19233;2
839;1;1;76;19487;19391;2
840;1;1;65;19647;19487;2
841;1;1;32;19694;19566;2
842;1;1;80;19806;19728;2
843;1;1;82;19984;19888;2
844;1;1;73;20046;19985;2
845;1;1;77;20254;20159;2
846;1;1;69;20350;20206;2
847;1;1;82;20445;20318;2
848;1;1;65;20574;20430;2
849;1;1;32;20621;20527;2
850;1;1;67;20816;20702;2
851;1;1;65;20990;20800;2
852;1;1;80;21107;21007;2
853;1;1;84;21406;21262;2
854;1;1;85;21487;21375;2
855;1;1;82;21711;21583;2
856;1;1;65;21838;21681;2
857;1;1;44;22862;22862;2
858;1;1;32;23133;23021;2
859;1;1;73;23405;23294;2
860;1;1;78;23567;23454;2
861;1;1;71;23615;23535;2
862;1;1;82;23902;23743;2
863;1;1;69;23981;23853;2
864;1;1;83;24271;24094;2
865;1;1;65;24367;24173;2
866;1;1;82;24431;24271;2
867;1;1;32;24622;24528;2
868;1;1;49;25200;25200;2
869;1;1;55;25438;25438;2
870;1;1;54;25678;25678;2
871;1;1;46;25933;25933;2
872;1;1;53;26237;26237;2
873;1;1;52;26318;26318;2
874;1;1;80;28269;28175;2
875;1;1;65;28479;28318;2
